5.564;0.585;0.053;1.085;-1.707;-0.072;-2.592;-0.989;1.923;-0.177;-1.603;0.828;0.651;0.699;0.621;0.687
5.564;0.584;0.054;1.085;-1.707;-0.073;-2.595;-0.988;1.924;-0.176;-1.605;0.828;0.651;0.698;0.619;0.688
5.562;0.583;0.054;1.085;-1.709;-0.073;-2.594;-0.99;1.925;-0.176;-1.611;0.832;0.653;0.698;0.619;0.686
5.559;0.582;0.054;1.087;-1.709;-0.072;-2.594;-0.99;1.925;-0.176;-1.613;0.833;0.653;0.7;0.622;0.689
5.557;0.581;0.053;1.086;-1.708;-0.073;-2.594;-0.991;1.926;-0.176;-1.615;0.832;0.654;0.703;0.624;0.691
5.554;0.58;0.054;1.086;-1.709;-0.073;-2.593;-0.991;1.926;-0.175;-1.615;0.832;0.654;0.704;0.625;0.694
5.55;0.578;0.054;1.087;-1.708;-0.073;-2.592;-0.99;1.926;-0.176;-1.613;0.83;0.652;0.704;0.625;0.692
5.547;0.577;0.054;1.087;-1.709;-0.073;-2.59;-0.989;1.929;-0.175;-1.607;0.828;0.652;0.701;0.623;0.692
5.545;0.576;0.054;1.086;-1.709;-0.073;-2.591;-0.989;1.931;-0.175;-1.604;0.827;0.651;0.702;0.623;0.692
5.543;0.577;0.052;1.087;-1.709;-0.073;-2.591;-0.99;1.935;-0.175;-1.603;0.829;0.65;0.699;0.622;0.69
5.54;0.575;0.053;1.086;-1.711;-0.072;-2.591;-0.991;1.935;-0.175;-1.604;0.829;0.65;0.7;0.621;0.69
5.536;0.576;0.052;1.088;-1.712;-0.073;-2.591;-0.991;1.932;-0.175;-1.604;0.832;0.652;0.699;0.62;0.688
5.534;0.575;0.052;1.087;-1.714;-0.071;-2.592;-0.991;1.929;-0.176;-1.605;0.831;0.651;0.698;0.619;0.688
5.529;0.575;0.052;1.087;-1.715;-0.071;-2.593;-0.99;1.922;-0.176;-1.606;0.831;0.651;0.698;0.62;0.688
5.526;0.575;0.053;1.088;-1.716;-0.071;-2.593;-0.989;1.918;-0.177;-1.606;0.831;0.652;0.7;0.622;0.689
5.523;0.575;0.052;1.089;-1.718;-0.071;-2.594;-0.987;1.916;-0.177;-1.606;0.83;0.651;0.704;0.625;0.692
5.52;0.576;0.053;1.09;-1.718;-0.071;-2.595;-0.986;1.919;-0.177;-1.607;0.827;0.651;0.702;0.623;0.692
5.52;0.576;0.055;1.091;-1.719;-0.071;-2.595;-0.986;1.922;-0.176;-1.606;0.826;0.652;0.7;0.622;0.69
5.521;0.576;0.054;1.091;-1.719;-0.071;-2.594;-0.986;1.925;-0.175;-1.605;0.825;0.651;0.702;0.623;0.691
5.522;0.577;0.055;1.092;-1.719;-0.072;-2.594;-0.985;1.927;-0.176;-1.602;0.823;0.65;0.699;0.621;0.689
5.524;0.577;0.054;1.094;-1.721;-0.071;-2.595;-0.983;1.925;-0.175;-1.599;0.822;0.649;0.699;0.621;0.69
5.527;0.578;0.053;1.094;-1.722;-0.073;-2.595;-0.981;1.923;-0.175;-1.598;0.82;0.649;0.698;0.619;0.687
5.53;0.578;0.053;1.096;-1.723;-0.072;-2.595;-0.981;1.921;-0.175;-1.597;0.819;0.648;0.697;0.619;0.687
5.534;0.58;0.052;1.097;-1.724;-0.074;-2.597;-0.98;1.918;-0.176;-1.597;0.819;0.648;0.699;0.62;0.687
5.537;0.58;0.05;1.097;-1.724;-0.072;-2.598;-0.98;1.917;-0.176;-1.599;0.819;0.649;0.698;0.619;0.687
5.54;0.581;0.05;1.098;-1.725;-0.074;-2.599;-0.982;1.917;-0.175;-1.601;0.819;0.65;0.696;0.618;0.685
5.543;0.581;0.049;1.099;-1.724;-0.073;-2.601;-0.98;1.917;-0.176;-1.602;0.82;0.65;0.697;0.619;0.687
5.544;0.582;0.047;1.098;-1.724;-0.074;-2.6;-0.979;1.916;-0.176;-1.601;0.82;0.649;0.699;0.621;0.688
5.546;0.581;0.045;1.099;-1.724;-0.073;-2.601;-0.977;1.912;-0.178;-1.598;0.82;0.648;0.696;0.619;0.688
5.546;0.582;0.043;1.099;-1.723;-0.073;-2.6;-0.973;1.908;-0.178;-1.596;0.818;0.648;0.699;0.62;0.688
5.547;0.582;0.041;1.099;-1.723;-0.073;-2.598;-0.972;1.903;-0.179;-1.596;0.819;0.649;0.698;0.619;0.688
5.548;0.583;0.039;1.097;-1.723;-0.072;-2.598;-0.97;1.905;-0.179;-1.597;0.821;0.648;0.698;0.618;0.686
5.545;0.582;0.037;1.098;-1.721;-0.073;-2.597;-0.969;1.907;-0.178;-1.599;0.822;0.65;0.698;0.619;0.688
5.542;0.581;0.034;1.099;-1.722;-0.072;-2.598;-0.969;1.908;-0.178;-1.599;0.823;0.65;0.7;0.622;0.69
5.538;0.581;0.032;1.099;-1.72;-0.073;-2.598;-0.969;1.91;-0.178;-1.6;0.823;0.649;0.698;0.621;0.689
5.531;0.581;0.028;1.098;-1.72;-0.074;-2.599;-0.969;1.91;-0.177;-1.599;0.822;0.649;0.699;0.62;0.688
5.525;0.581;0.026;1.1;-1.722;-0.073;-2.6;-0.969;1.908;-0.177;-1.6;0.821;0.649;0.698;0.618;0.688
5.52;0.58;0.024;1.1;-1.722;-0.074;-2.601;-0.967;1.904;-0.177;-1.597;0.82;0.65;0.697;0.618;0.686
5.516;0.58;0.023;1.099;-1.724;-0.072;-2.604;-0.969;1.904;-0.178;-1.598;0.819;0.649;0.699;0.621;0.687
5.513;0.58;0.023;1.099;-1.723;-0.073;-2.605;-0.97;1.908;-0.177;-1.599;0.82;0.65;0.7;0.621;0.689
5.509;0.58;0.025;1.098;-1.723;-0.073;-2.606;-0.973;1.912;-0.177;-1.601;0.822;0.651;0.702;0.623;0.691
5.507;0.582;0.027;1.098;-1.724;-0.073;-2.607;-0.976;1.912;-0.177;-1.604;0.823;0.65;0.701;0.622;0.69
5.506;0.582;0.029;1.097;-1.723;-0.074;-2.607;-0.978;1.91;-0.177;-1.604;0.823;0.651;0.699;0.62;0.689
5.503;0.582;0.031;1.097;-1.722;-0.072;-2.607;-0.979;1.904;-0.178;-1.601;0.823;0.651;0.699;0.621;0.688
5.501;0.581;0.034;1.096;-1.723;-0.074;-2.607;-0.98;1.902;-0.179;-1.599;0.822;0.65;0.7;0.622;0.689
5.499;0.58;0.034;1.095;-1.724;-0.075;-2.607;-0.98;1.903;-0.178;-1.597;0.819;0.65;0.703;0.623;0.691
5.496;0.578;0.037;1.095;-1.723;-0.075;-2.607;-0.979;1.906;-0.178;-1.595;0.818;0.648;0.698;0.621;0.688
5.493;0.577;0.039;1.096;-1.724;-0.074;-2.608;-0.978;1.909;-0.179;-1.595;0.816;0.649;0.698;0.619;0.687
5.493;0.576;0.038;1.095;-1.725;-0.076;-2.608;-0.977;1.907;-0.178;-1.597;0.815;0.65;0.7;0.621;0.688
5.494;0.577;0.04;1.097;-1.723;-0.074;-2.609;-0.976;1.907;-0.178;-1.596;0.815;0.649;0.698;0.619;0.687
5.496;0.577;0.041;1.097;-1.726;-0.075;-2.61;-0.971;1.901;-0.18;-1.595;0.813;0.648;0.698;0.619;0.686
5.501;0.578;0.041;1.097;-1.726;-0.076;-2.61;-0.968;1.897;-0.179;-1.593;0.811;0.648;0.696;0.618;0.687
5.504;0.579;0.042;1.097;-1.727;-0.075;-2.611;-0.965;1.892;-0.18;-1.592;0.811;0.647;0.698;0.619;0.686
5.507;0.578;0.043;1.097;-1.727;-0.076;-2.61;-0.964;1.891;-0.181;-1.59;0.81;0.646;0.697;0.618;0.688
5.509;0.58;0.041;1.097;-1.727;-0.075;-2.611;-0.963;1.893;-0.181;-1.59;0.808;0.647;0.695;0.616;0.683
5.51;0.579;0.038;1.098;-1.726;-0.076;-2.61;-0.963;1.895;-0.18;-1.591;0.807;0.648;0.697;0.618;0.686
5.507;0.58;0.037;1.098;-1.727;-0.076;-2.611;-0.962;1.896;-0.182;-1.592;0.806;0.648;0.696;0.617;0.683
5.508;0.58;0.035;1.097;-1.725;-0.076;-2.611;-0.959;1.893;-0.181;-1.593;0.803;0.648;0.698;0.618;0.687
5.505;0.58;0.032;1.098;-1.725;-0.077;-2.612;-0.954;1.887;-0.18;-1.59;0.802;0.648;0.695;0.617;0.686
5.503;0.579;0.029;1.098;-1.725;-0.076;-2.611;-0.949;1.883;-0.182;-1.588;0.801;0.646;0.696;0.616;0.685
5.502;0.58;0.026;1.097;-1.726;-0.076;-2.612;-0.948;1.881;-0.181;-1.586;0.8;0.645;0.694;0.615;0.684
5.5;0.579;0.024;1.097;-1.725;-0.075;-2.61;-0.945;1.881;-0.183;-1.586;0.804;0.647;0.694;0.615;0.684
5.499;0.58;0.022;1.097;-1.727;-0.074;-2.61;-0.947;1.881;-0.182;-1.588;0.807;0.646;0.695;0.616;0.684
5.498;0.581;0.02;1.097;-1.726;-0.076;-2.611;-0.948;1.882;-0.182;-1.587;0.809;0.647;0.696;0.617;0.686
5.495;0.581;0.02;1.097;-1.727;-0.075;-2.611;-0.948;1.879;-0.181;-1.589;0.812;0.647;0.699;0.619;0.688
5.491;0.581;0.021;1.097;-1.727;-0.076;-2.612;-0.948;1.881;-0.182;-1.591;0.815;0.647;0.695;0.616;0.686
5.488;0.581;0.021;1.097;-1.727;-0.074;-2.612;-0.949;1.882;-0.182;-1.592;0.814;0.648;0.697;0.618;0.686
5.486;0.581;0.021;1.097;-1.728;-0.076;-2.613;-0.948;1.883;-0.182;-1.593;0.816;0.648;0.696;0.617;0.687
5.482;0.58;0.023;1.096;-1.728;-0.076;-2.613;-0.951;1.886;-0.181;-1.597;0.817;0.648;0.698;0.619;0.687
5.48;0.58;0.025;1.097;-1.728;-0.076;-2.615;-0.953;1.889;-0.181;-1.598;0.819;0.649;0.699;0.62;0.688
5.478;0.577;0.027;1.097;-1.727;-0.076;-2.614;-0.953;1.891;-0.181;-1.598;0.821;0.649;0.699;0.62;0.688
5.477;0.578;0.027;1.096;-1.729;-0.076;-2.613;-0.956;1.89;-0.18;-1.597;0.822;0.649;0.7;0.621;0.691
5.478;0.578;0.029;1.096;-1.727;-0.076;-2.611;-0.956;1.888;-0.182;-1.595;0.822;0.649;0.698;0.619;0.687
5.478;0.578;0.03;1.097;-1.727;-0.076;-2.611;-0.957;1.886;-0.181;-1.592;0.823;0.649;0.698;0.619;0.688
5.478;0.577;0.032;1.097;-1.725;-0.076;-2.61;-0.959;1.888;-0.181;-1.594;0.823;0.649;0.699;0.621;0.687
5.478;0.578;0.03;1.097;-1.725;-0.076;-2.61;-0.96;1.89;-0.181;-1.595;0.824;0.649;0.699;0.621;0.689
5.479;0.577;0.032;1.097;-1.725;-0.077;-2.611;-0.96;1.892;-0.18;-1.596;0.823;0.649;0.698;0.62;0.687
5.48;0.577;0.033;1.097;-1.725;-0.076;-2.61;-0.96;1.893;-0.18;-1.597;0.822;0.649;0.698;0.619;0.688
5.481;0.575;0.034;1.097;-1.725;-0.076;-2.61;-0.958;1.892;-0.181;-1.596;0.821;0.649;0.7;0.62;0.689
5.483;0.576;0.036;1.096;-1.726;-0.077;-2.611;-0.959;1.89;-0.182;-1.594;0.818;0.649;0.696;0.618;0.688
5.485;0.575;0.036;1.096;-1.727;-0.076;-2.611;-0.957;1.887;-0.182;-1.593;0.818;0.648;0.697;0.618;0.686
5.488;0.577;0.036;1.096;-1.726;-0.077;-2.61;-0.959;1.888;-0.182;-1.593;0.817;0.648;0.697;0.618;0.688
5.49;0.577;0.038;1.095;-1.727;-0.076;-2.61;-0.96;1.886;-0.182;-1.593;0.819;0.648;0.696;0.616;0.684
5.491;0.578;0.037;1.094;-1.726;-0.076;-2.611;-0.96;1.887;-0.181;-1.592;0.819;0.648;0.697;0.617;0.687
5.491;0.577;0.037;1.095;-1.725;-0.076;-2.611;-0.96;1.888;-0.181;-1.592;0.819;0.648;0.698;0.619;0.686
5.493;0.578;0.038;1.094;-1.725;-0.076;-2.609;-0.957;1.89;-0.182;-1.592;0.82;0.648;0.696;0.618;0.687
5.492;0.576;0.037;1.094;-1.725;-0.076;-2.61;-0.954;1.89;-0.181;-1.591;0.82;0.648;0.698;0.618;0.686
5.492;0.577;0.037;1.095;-1.724;-0.076;-2.609;-0.953;1.89;-0.181;-1.588;0.819;0.648;0.697;0.619;0.687
5.495;0.577;0.037;1.096;-1.725;-0.076;-2.609;-0.953;1.893;-0.182;-1.589;0.818;0.648;0.694;0.616;0.684
5.498;0.578;0.038;1.097;-1.724;-0.076;-2.607;-0.957;1.895;-0.181;-1.586;0.816;0.647;0.697;0.618;0.686
5.501;0.578;0.039;1.096;-1.725;-0.075;-2.608;-0.961;1.898;-0.181;-1.583;0.815;0.646;0.694;0.615;0.682
5.506;0.579;0.041;1.096;-1.725;-0.076;-2.606;-0.965;1.9;-0.179;-1.583;0.813;0.645;0.695;0.616;0.684
5.51;0.58;0.042;1.097;-1.725;-0.075;-2.605;-0.971;1.9;-0.181;-1.585;0.814;0.645;0.692;0.614;0.682
5.512;0.581;0.044;1.096;-1.726;-0.075;-2.605;-0.973;1.899;-0.179;-1.589;0.817;0.648;0.698;0.618;0.686
5.513;0.581;0.045;1.097;-1.726;-0.076;-2.604;-0.975;1.899;-0.18;-1.594;0.819;0.649;0.698;0.619;0.686
5.512;0.58;0.045;1.096;-1.726;-0.075;-2.604;-0.975;1.9;-0.18;-1.596;0.821;0.65;0.699;0.621;0.689
5.51;0.579;0.045;1.098;-1.727;-0.075;-2.605;-0.976;1.904;-0.18;-1.597;0.823;0.65;0.699;0.62;0.689
5.506;0.578;0.046;1.097;-1.728;-0.075;-2.606;-0.976;1.906;-0.178;-1.597;0.823;0.65;0.699;0.621;0.688
5.502;0.577;0.044;1.099;-1.727;-0.075;-2.605;-0.975;1.908;-0.179;-1.596;0.823;0.649;0.698;0.619;0.687
5.496;0.575;0.043;1.098;-1.728;-0.075;-2.606;-0.974;1.907;-0.179;-1.595;0.825;0.649;0.699;0.619;0.688
5.492;0.574;0.043;1.098;-1.727;-0.074;-2.605;-0.974;1.906;-0.179;-1.595;0.827;0.65;0.7;0.621;0.689
5.487;0.573;0.043;1.098;-1.729;-0.075;-2.605;-0.974;1.906;-0.18;-1.597;0.829;0.649;0.698;0.62;0.688
5.481;0.572;0.043;1.098;-1.727;-0.075;-2.604;-0.974;1.906;-0.18;-1.6;0.833;0.651;0.701;0.622;0.689
5.477;0.573;0.043;1.097;-1.728;-0.074;-2.605;-0.974;1.907;-0.179;-1.599;0.835;0.65;0.699;0.621;0.689
5.473;0.573;0.042;1.097;-1.728;-0.074;-2.604;-0.974;1.908;-0.179;-1.599;0.838;0.649;0.698;0.62;0.688
5.471;0.573;0.044;1.097;-1.728;-0.073;-2.603;-0.974;1.91;-0.178;-1.597;0.839;0.649;0.699;0.621;0.688
5.471;0.573;0.043;1.096;-1.726;-0.073;-2.602;-0.974;1.912;-0.178;-1.595;0.839;0.649;0.697;0.619;0.687
5.472;0.573;0.045;1.096;-1.727;-0.073;-2.603;-0.974;1.91;-0.179;-1.594;0.838;0.649;0.698;0.62;0.688
5.475;0.575;0.047;1.095;-1.726;-0.072;-2.604;-0.974;1.907;-0.18;-1.594;0.838;0.649;0.698;0.619;0.686
5.477;0.576;0.047;1.096;-1.726;-0.073;-2.604;-0.974;1.9;-0.179;-1.594;0.837;0.65;0.7;0.622;0.689
5.481;0.577;0.047;1.096;-1.726;-0.073;-2.604;-0.973;1.896;-0.179;-1.593;0.837;0.648;0.698;0.619;0.687
5.487;0.576;0.048;1.095;-1.726;-0.073;-2.603;-0.974;1.895;-0.18;-1.594;0.837;0.648;0.698;0.619;0.687
5.491;0.577;0.048;1.096;-1.726;-0.072;-2.602;-0.974;1.896;-0.18;-1.595;0.836;0.649;0.698;0.619;0.687
5.494;0.576;0.046;1.096;-1.725;-0.072;-2.602;-0.975;1.901;-0.179;-1.595;0.835;0.649;0.697;0.618;0.687
5.5;0.577;0.046;1.095;-1.724;-0.072;-2.603;-0.976;1.903;-0.179;-1.595;0.835;0.648;0.697;0.618;0.686
5.505;0.577;0.046;1.095;-1.724;-0.073;-2.602;-0.974;1.904;-0.179;-1.594;0.833;0.649;0.697;0.619;0.688
5.51;0.577;0.046;1.095;-1.722;-0.072;-2.6;-0.972;1.903;-0.179;-1.593;0.831;0.649;0.698;0.619;0.686
5.519;0.579;0.046;1.095;-1.723;-0.073;-2.6;-0.971;1.899;-0.181;-1.593;0.83;0.647;0.697;0.618;0.687
5.527;0.579;0.048;1.093;-1.722;-0.074;-2.6;-0.968;1.898;-0.18;-1.593;0.83;0.649;0.696;0.618;0.685
5.535;0.581;0.051;1.094;-1.723;-0.074;-2.6;-0.97;1.898;-0.179;-1.595;0.832;0.65;0.698;0.619;0.689
5.541;0.583;0.056;1.093;-1.723;-0.074;-2.6;-0.973;1.902;-0.18;-1.596;0.837;0.648;0.699;0.62;0.686
5.546;0.583;0.063;1.095;-1.725;-0.074;-2.599;-0.979;1.907;-0.179;-1.596;0.839;0.65;0.7;0.621;0.689
5.547;0.583;0.074;1.095;-1.724;-0.076;-2.597;-0.985;1.913;-0.178;-1.597;0.841;0.65;0.698;0.621;0.686
5.548;0.579;0.088;1.096;-1.724;-0.078;-2.594;-0.986;1.915;-0.177;-1.595;0.841;0.649;0.698;0.62;0.689
5.548;0.578;0.102;1.095;-1.725;-0.075;-2.593;-0.986;1.916;-0.178;-1.592;0.838;0.649;0.697;0.618;0.684
5.544;0.575;0.117;1.095;-1.726;-0.076;-2.591;-0.986;1.915;-0.178;-1.592;0.835;0.648;0.696;0.618;0.688
5.541;0.573;0.132;1.096;-1.729;-0.076;-2.588;-0.988;1.915;-0.178;-1.592;0.833;0.647;0.695;0.617;0.685
5.538;0.57;0.15;1.097;-1.731;-0.076;-2.586;-0.991;1.919;-0.178;-1.591;0.831;0.647;0.695;0.617;0.687
5.535;0.568;0.168;1.099;-1.735;-0.076;-2.581;-0.998;1.924;-0.176;-1.589;0.83;0.647;0.697;0.618;0.684
5.53;0.564;0.184;1.101;-1.74;-0.072;-2.576;-1.003;1.93;-0.176;-1.588;0.829;0.646;0.695;0.617;0.685
5.531;0.564;0.202;1.104;-1.744;-0.072;-2.572;-1.01;1.935;-0.175;-1.585;0.826;0.645;0.695;0.616;0.682
5.531;0.562;0.223;1.106;-1.749;-0.071;-2.565;-1.016;1.939;-0.174;-1.579;0.822;0.644;0.691;0.614;0.683
5.532;0.563;0.247;1.108;-1.754;-0.069;-2.559;-1.019;1.945;-0.174;-1.576;0.816;0.641;0.69;0.612;0.675
5.533;0.561;0.265;1.111;-1.76;-0.066;-2.552;-1.024;1.945;-0.175;-1.572;0.812;0.639;0.689;0.612;0.679
5.534;0.562;0.286;1.115;-1.764;-0.065;-2.547;-1.027;1.95;-0.173;-1.568;0.806;0.637;0.688;0.609;0.674
5.536;0.56;0.31;1.117;-1.767;-0.063;-2.54;-1.029;1.957;-0.172;-1.563;0.803;0.636;0.686;0.609;0.677
5.538;0.559;0.33;1.118;-1.771;-0.063;-2.536;-1.037;1.965;-0.172;-1.56;0.797;0.633;0.685;0.607;0.672
5.538;0.556;0.352;1.121;-1.775;-0.06;-2.532;-1.041;1.978;-0.169;-1.555;0.791;0.632;0.684;0.607;0.673
5.539;0.554;0.374;1.123;-1.778;-0.06;-2.528;-1.049;1.991;-0.168;-1.553;0.786;0.631;0.682;0.604;0.668
5.542;0.551;0.396;1.124;-1.781;-0.058;-2.526;-1.057;2;-0.167;-1.553;0.778;0.63;0.682;0.606;0.673
5.544;0.549;0.419;1.125;-1.786;-0.055;-2.523;-1.066;2.007;-0.165;-1.552;0.772;0.628;0.679;0.601;0.665
5.548;0.546;0.442;1.126;-1.79;-0.055;-2.52;-1.075;2.023;-0.163;-1.55;0.764;0.626;0.678;0.601;0.668
5.554;0.545;0.464;1.127;-1.793;-0.052;-2.516;-1.087;2.044;-0.161;-1.54;0.753;0.623;0.674;0.597;0.66
5.559;0.543;0.49;1.128;-1.798;-0.052;-2.512;-1.1;2.069;-0.157;-1.529;0.741;0.617;0.67;0.593;0.659
5.564;0.541;0.516;1.131;-1.802;-0.05;-2.505;-1.111;2.091;-0.154;-1.513;0.724;0.613;0.664;0.587;0.649
5.568;0.537;0.54;1.136;-1.806;-0.049;-2.497;-1.121;2.112;-0.152;-1.491;0.707;0.606;0.659;0.582;0.649
5.572;0.534;0.564;1.138;-1.81;-0.049;-2.491;-1.122;2.122;-0.15;-1.472;0.686;0.599;0.649;0.573;0.635
5.574;0.531;0.591;1.141;-1.815;-0.046;-2.486;-1.117;2.13;-0.15;-1.449;0.664;0.592;0.643;0.568;0.635
5.581;0.526;0.616;1.144;-1.819;-0.045;-2.48;-1.103;2.132;-0.152;-1.426;0.644;0.582;0.635;0.559;0.622
5.589;0.526;0.641;1.148;-1.821;-0.046;-2.471;-1.082;2.13;-0.152;-1.405;0.622;0.575;0.628;0.553;0.621
5.594;0.523;0.663;1.15;-1.824;-0.044;-2.464;-1.067;2.132;-0.152;-1.384;0.604;0.568;0.62;0.545;0.608
5.599;0.522;0.683;1.151;-1.829;-0.042;-2.458;-1.064;2.151;-0.15;-1.366;0.588;0.563;0.617;0.541;0.607
5.602;0.52;0.704;1.153;-1.834;-0.039;-2.452;-1.076;2.184;-0.148;-1.351;0.578;0.559;0.613;0.537;0.6
5.603;0.518;0.721;1.155;-1.837;-0.042;-2.446;-1.102;2.228;-0.142;-1.341;0.571;0.557;0.61;0.534;0.6
5.599;0.513;0.737;1.158;-1.842;-0.04;-2.44;-1.136;2.278;-0.135;-1.331;0.567;0.555;0.607;0.531;0.59
5.588;0.51;0.75;1.158;-1.847;-0.041;-2.437;-1.172;2.327;-0.127;-1.329;0.566;0.555;0.609;0.533;0.596
5.571;0.504;0.758;1.159;-1.849;-0.038;-2.437;-1.205;2.368;-0.12;-1.331;0.569;0.555;0.606;0.531;0.589
5.554;0.499;0.763;1.16;-1.851;-0.04;-2.439;-1.225;2.395;-0.116;-1.33;0.573;0.557;0.607;0.531;0.594
5.534;0.494;0.766;1.159;-1.851;-0.042;-2.441;-1.226;2.41;-0.114;-1.326;0.578;0.558;0.611;0.534;0.593
5.515;0.49;0.765;1.16;-1.852;-0.043;-2.445;-1.216;2.409;-0.114;-1.32;0.587;0.556;0.61;0.534;0.596
5.501;0.489;0.759;1.158;-1.851;-0.043;-2.454;-1.191;2.405;-0.115;-1.313;0.598;0.556;0.612;0.535;0.595
5.492;0.488;0.752;1.157;-1.85;-0.041;-2.462;-1.16;2.405;-0.116;-1.304;0.606;0.554;0.608;0.532;0.596
5.488;0.489;0.751;1.157;-1.847;-0.042;-2.472;-1.129;2.411;-0.117;-1.292;0.613;0.551;0.604;0.528;0.59
5.488;0.491;0.751;1.156;-1.846;-0.041;-2.482;-1.105;2.424;-0.114;-1.282;0.616;0.548;0.597;0.523;0.589
5.491;0.493;0.756;1.153;-1.842;-0.037;-2.494;-1.093;2.445;-0.112;-1.276;0.61;0.547;0.598;0.521;0.583
5.494;0.493;0.766;1.151;-1.838;-0.036;-2.502;-1.092;2.469;-0.11;-1.272;0.601;0.545;0.599;0.522;0.588
5.498;0.493;0.783;1.148;-1.834;-0.033;-2.512;-1.102;2.492;-0.106;-1.27;0.583;0.543;0.596;0.518;0.582
5.498;0.49;0.802;1.144;-1.83;-0.032;-2.523;-1.123;2.512;-0.103;-1.267;0.562;0.54;0.591;0.514;0.578
5.495;0.487;0.822;1.138;-1.824;-0.026;-2.535;-1.15;2.535;-0.101;-1.267;0.542;0.54;0.589;0.512;0.574
